..................The Test OutPut Data............

Sn=WS11209011619599,

TestTime=2020/11/09 20:47:49,

SaveTime=2020/11/09 20:47:50,

Voc=45.6200,

Isc=9.2660,

Rsh=1139.5588,

Rs=0.4610,

Pmax=330.7000,

Vm=38.2960,

Im=8.6350,

FF=78.2301,

EFF(cell)=18.6338,

EFF(Module)=16.6101,

Rank=330 WP I2

Current	 Voltage
8.9790	 23.0453

8.9792	 23.0524

8.9795	 23.0595

8.9797	 23.0665

8.9800	 23.0736

8.9803	 23.0807

8.9805	 23.0878

8.9808	 23.0949

8.9810	 23.1020

8.9813	 23.1090

8.9815	 23.1161

8.9818	 23.1232

8.9821	 23.1303

8.9823	 23.1374

8.9826	 23.1445

8.9828	 23.1515

8.9831	 23.1586

8.9833	 23.1657

8.9836	 23.1728

8.9839	 23.1799

8.9841	 23.1869

8.9844	 23.1940

8.9846	 23.2011

8.9849	 23.2082

8.9851	 23.2153

8.9854	 23.2224

8.9857	 23.2294

8.9859	 23.2365

8.9862	 23.2436

8.9864	 23.2507

8.9867	 23.2578

8.9869	 23.2648

8.9872	 23.2719

8.9762	 23.2789

8.9764	 23.2866

8.9767	 23.2942

8.9770	 23.3019

8.9773	 23.3096

8.9776	 23.3173

8.9779	 23.3249

8.9782	 23.3326

8.9785	 23.3403

8.9787	 23.3479

8.9790	 23.3556

8.9793	 23.3633

8.9796	 23.3710

8.9799	 23.3786

8.9802	 23.3863

8.9805	 23.3940

8.9808	 23.4017

8.9811	 23.4093

8.9813	 23.4170

8.9816	 23.4247

8.9819	 23.4324

8.9822	 23.4400

8.9825	 23.4477

8.9828	 23.4554

8.9831	 23.4630

8.9834	 23.4707

8.9836	 23.4784

8.9839	 23.4861

8.9842	 23.4937

8.9845	 23.5014

8.9848	 23.5091

8.9851	 23.5168

8.9854	 23.5244

8.9857	 23.5321

8.9860	 23.5398

8.9862	 23.5475

8.9865	 23.5551

8.9721	 23.5573

8.9723	 23.5650

8.9724	 23.5726

8.9726	 23.5802

8.9727	 23.5878

8.9729	 23.5955

8.9730	 23.6031

8.9732	 23.6107

8.9733	 23.6184

8.9735	 23.6260

8.9736	 23.6336

8.9738	 23.6412

8.9739	 23.6489

8.9740	 23.6565

8.9742	 23.6641

8.9743	 23.6718

8.9745	 23.6794

8.9746	 23.6870

8.9748	 23.6947

8.9749	 23.7023

8.9751	 23.7099

8.9752	 23.7175

8.9754	 23.7252

8.9755	 23.7328

8.9757	 23.7404

8.9758	 23.7481

8.9760	 23.7557

8.9761	 23.7633

8.9763	 23.7709

8.9764	 23.7786

8.9766	 23.7862

8.9767	 23.7938

8.9769	 23.8015

8.9770	 23.8091

8.9819	 23.8128

8.9819	 23.8208

8.9819	 23.8288

8.9820	 23.8368

8.9820	 23.8449

8.9820	 23.8529

8.9821	 23.8609

8.9821	 23.8690

8.9821	 23.8770

8.9822	 23.8850

8.9822	 23.8930

8.9822	 23.9011

8.9823	 23.9091

8.9823	 23.9171

8.9823	 23.9252

8.9824	 23.9332

8.9824	 23.9412

8.9824	 23.9492

8.9825	 23.9573

8.9825	 23.9653

8.9825	 23.9733

8.9826	 23.9814

8.9826	 23.9894

8.9826	 23.9974

8.9827	 24.0054

8.9827	 24.0135

8.9827	 24.0215

8.9828	 24.0295

8.9828	 24.0376

8.9828	 24.0456

8.9829	 24.0536

8.9829	 24.0616

8.9829	 24.0697

8.9829	 24.0777

8.9798	 24.0945

8.9797	 24.0995

8.9796	 24.1045

8.9795	 24.1096

8.9794	 24.1146

8.9793	 24.1196

8.9792	 24.1247

8.9791	 24.1297

8.9790	 24.1347

8.9789	 24.1398

8.9788	 24.1448

8.9787	 24.1498

8.9786	 24.1548

8.9785	 24.1599

8.9784	 24.1649

8.9783	 24.1699

8.9782	 24.1750

8.9781	 24.1800

8.9780	 24.1850

8.9779	 24.1901

8.9778	 24.1951

8.9777	 24.2001

8.9776	 24.2052

8.9775	 24.2102

8.9774	 24.2152

8.9773	 24.2203

8.9772	 24.2253

8.9771	 24.2303

8.9770	 24.2354

8.9769	 24.2404

8.9768	 24.2454

8.9767	 24.2505

8.9766	 24.2555

8.9765	 24.2605

8.9764	 24.2656

8.9763	 24.2706

8.9762	 24.2756

8.9761	 24.2807

8.9760	 24.2857

8.9759	 24.2907

8.9646	 24.3317

8.9634	 24.3376

8.9621	 24.3435

8.9609	 24.3494

8.9596	 24.3553

8.9584	 24.3612

8.9571	 24.3670

8.9559	 24.3729

8.9547	 24.3788

8.9534	 24.3847

8.9522	 24.3906

8.9509	 24.3965

8.9497	 24.4023

8.9484	 24.4082

8.9472	 24.4141

8.9459	 24.4200

8.9447	 24.4259

8.9435	 24.4318

8.9422	 24.4376

8.9410	 24.4435

8.9397	 24.4494

8.9385	 24.4553

8.9372	 24.4612

8.9360	 24.4671

8.9348	 24.4729

8.9335	 24.4788

8.9323	 24.4847

8.9310	 24.4906

8.9298	 24.4965

8.9285	 24.5024

8.9273	 24.5082

8.9260	 24.5141

8.9248	 24.5200

8.9236	 24.5259

8.9223	 24.5318

8.9211	 24.5377

8.9198	 24.5435

8.9186	 24.5494

8.9173	 24.5553

8.9161	 24.5612

8.9343	 24.5981

8.9342	 24.6042

8.9341	 24.6104

8.9340	 24.6165

8.9338	 24.6227

8.9337	 24.6288

8.9336	 24.6350

8.9335	 24.6411

8.9333	 24.6473

8.9332	 24.6534

8.9331	 24.6596

8.9330	 24.6658

8.9328	 24.6719

8.9327	 24.6781

8.9326	 24.6842

8.9325	 24.6904

8.9323	 24.6965

8.9322	 24.7027

8.9321	 24.7088

8.9320	 24.7150

8.9318	 24.7211

8.9317	 24.7273

8.9316	 24.7334

8.9315	 24.7396

8.9313	 24.7457

8.9312	 24.7519

8.9311	 24.7580

8.9310	 24.7642

8.9308	 24.7703

8.9307	 24.7765

8.9306	 24.7826

8.9305	 24.7888

8.9303	 24.7949

8.9302	 24.8011

8.9301	 24.8072

8.9300	 24.8134

8.9298	 24.8195

8.9297	 24.8257

8.9296	 24.8319

8.9295	 24.8380

8.9323	 24.8452

8.9316	 24.8519

8.9309	 24.8587

8.9302	 24.8655

8.9296	 24.8723

8.9289	 24.8790

8.9282	 24.8858

8.9275	 24.8926

8.9269	 24.8994

8.9262	 24.9061

8.9255	 24.9129

8.9248	 24.9197

8.9242	 24.9265

8.9235	 24.9333

8.9228	 24.9400

8.9222	 24.9468

8.9215	 24.9536

8.9208	 24.9604

8.9201	 24.9671

8.9195	 24.9739

8.9188	 24.9807

8.9181	 24.9875

8.9174	 24.9942

8.9168	 25.0010

8.9161	 25.0078

8.9154	 25.0146

8.9147	 25.0214

8.9141	 25.0281

8.9134	 25.0349

8.9127	 25.0417

8.9120	 25.0485

8.9114	 25.0552

8.9107	 25.0620

8.9100	 25.0688

8.9094	 25.0756

8.9087	 25.0823

8.9080	 25.0891

8.9073	 25.0959

8.9067	 25.1027

8.9060	 25.1095

8.9330	 25.1149

8.9323	 25.1219

8.9316	 25.1289

8.9309	 25.1359

8.9302	 25.1429

8.9294	 25.1499

8.9287	 25.1568

8.9280	 25.1638

8.9273	 25.1708

8.9265	 25.1778

8.9258	 25.1848

8.9251	 25.1918

8.9244	 25.1988

8.9237	 25.2058

8.9229	 25.2128

8.9222	 25.2198

8.9215	 25.2268

8.9208	 25.2338

8.9201	 25.2408

8.9193	 25.2478

8.9186	 25.2548

8.9179	 25.2618

8.9172	 25.2687

8.9165	 25.2757

8.9157	 25.2827

8.9150	 25.2897

8.9143	 25.2967

8.9136	 25.3037

8.9129	 25.3107

8.9121	 25.3177

8.9114	 25.3247

8.9107	 25.3317

8.9100	 25.3387

8.9093	 25.3457

8.9085	 25.3527

8.9078	 25.3597

8.9071	 25.3667

8.9270	 25.3677

8.9266	 25.3743

8.9263	 25.3810

8.9259	 25.3876

8.9256	 25.3942

8.9253	 25.4008

8.9249	 25.4074

8.9246	 25.4140

8.9242	 25.4207

8.9239	 25.4273

8.9235	 25.4339

8.9232	 25.4405

8.9228	 25.4471

8.9225	 25.4537

8.9221	 25.4603

8.9218	 25.4670

8.9215	 25.4736

8.9211	 25.4802

8.9208	 25.4868

8.9204	 25.4934

8.9201	 25.5000

8.9197	 25.5067

8.9194	 25.5133

8.9190	 25.5199

8.9187	 25.5265

8.9183	 25.5331

8.9180	 25.5397

8.9176	 25.5464

8.9173	 25.5530

8.9170	 25.5596

8.9166	 25.5662

8.9163	 25.5728

8.9159	 25.5794

8.9156	 25.5861

8.9152	 25.5927

8.9149	 25.5993

8.9145	 25.6059

8.9142	 25.6125

8.9138	 25.6191

8.9135	 25.6258

8.9165	 25.6266

8.9166	 25.6337

8.9167	 25.6408

8.9168	 25.6479

8.9169	 25.6551

8.9170	 25.6622

8.9171	 25.6693

8.9171	 25.6764

8.9172	 25.6836

8.9173	 25.6907

8.9174	 25.6978

8.9175	 25.7049

8.9176	 25.7120

8.9177	 25.7192

8.9178	 25.7263

8.9179	 25.7334

8.9179	 25.7405

8.9180	 25.7477

8.9181	 25.7548

8.9182	 25.7619

8.9183	 25.7690

8.9184	 25.7762

8.9185	 25.7833

8.9186	 25.7904

8.9187	 25.7975

8.9187	 25.8046

8.9188	 25.8118

8.9189	 25.8189

8.9190	 25.8260

8.9191	 25.8331

8.9192	 25.8403

8.9193	 25.8474

8.9194	 25.8545

8.9195	 25.8616

8.9196	 25.8688

8.9196	 25.8759

8.9197	 25.8830

8.9198	 25.8901

8.9199	 25.8972

8.9261	 25.8997

8.9256	 25.9064

8.9251	 25.9131

8.9246	 25.9198

8.9241	 25.9265

8.9236	 25.9332

8.9231	 25.9399

8.9226	 25.9466

8.9221	 25.9534

8.9216	 25.9601

8.9211	 25.9668

8.9206	 25.9735

8.9201	 25.9802

8.9196	 25.9869

8.9191	 25.9936

8.9186	 26.0003

8.9181	 26.0070

8.9176	 26.0137

8.9171	 26.0204

8.9166	 26.0271

8.9161	 26.0338

8.9156	 26.0405

8.9151	 26.0472

8.9146	 26.0539

8.9141	 26.0606

8.9136	 26.0673

8.9131	 26.0740

8.9126	 26.0807

8.9121	 26.0874

8.9116	 26.0941

8.9111	 26.1008

8.9106	 26.1075

8.9101	 26.1142

8.9096	 26.1209

8.9091	 26.1276

8.9086	 26.1343

8.9081	 26.1410

8.9076	 26.1477

8.9071	 26.1544

8.9073	 26.1654

8.9071	 26.1713

8.9070	 26.1772

8.9068	 26.1831

8.9066	 26.1890

8.9064	 26.1950

8.9062	 26.2009

8.9061	 26.2068

8.9059	 26.2127

8.9057	 26.2186

8.9055	 26.2245

8.9054	 26.2305

8.9052	 26.2364

8.9050	 26.2423

8.9048	 26.2482

8.9047	 26.2541

8.9045	 26.2601

8.9043	 26.2660

8.9041	 26.2719

8.9039	 26.2778

8.9038	 26.2837

8.9036	 26.2897

8.9034	 26.2956

8.9032	 26.3015

8.9031	 26.3074

8.9029	 26.3133

8.9027	 26.3192

8.9025	 26.3252

8.9024	 26.3311

8.9022	 26.3370

8.9020	 26.3429

8.9018	 26.3488

8.9017	 26.3548

8.9015	 26.3607

8.9013	 26.3666

8.9011	 26.3725

8.9009	 26.3784

8.9008	 26.3844

8.9006	 26.3903

8.9004	 26.3962

8.9063	 26.4170

8.9061	 26.4238

8.9059	 26.4305

8.9057	 26.4373

8.9055	 26.4440

8.9053	 26.4508

8.9051	 26.4575

8.9049	 26.4642

8.9047	 26.4710

8.9045	 26.4777

8.9043	 26.4845

8.9041	 26.4912

8.9039	 26.4979

8.9037	 26.5047

8.9035	 26.5114

8.9033	 26.5182

8.9031	 26.5249

8.9028	 26.5317

8.9026	 26.5384

8.9024	 26.5451

8.9022	 26.5519

8.9020	 26.5586

8.9018	 26.5654

8.9016	 26.5721

8.9014	 26.5789

8.9012	 26.5856

8.9010	 26.5923

8.9008	 26.5991

8.9006	 26.6058

8.9004	 26.6126

8.9002	 26.6193

8.9000	 26.6260

8.8998	 26.6328

8.8996	 26.6395

8.8994	 26.6463

8.8992	 26.6530

8.8990	 26.6598

8.8988	 26.6665

8.8986	 26.6732

8.8984	 26.6800

8.9026	 26.6962

8.9023	 26.7026

8.9020	 26.7091

8.9017	 26.7155

8.9014	 26.7220

8.9011	 26.7285

8.9008	 26.7349

8.9005	 26.7414

8.9002	 26.7478

8.8999	 26.7543

8.8996	 26.7607

8.8993	 26.7672

8.8990	 26.7736

8.8987	 26.7801

8.8985	 26.7865

8.8982	 26.7930

8.8979	 26.7995

8.8976	 26.8059

8.8973	 26.8124

8.8970	 26.8188

8.8967	 26.8253

8.8964	 26.8317

8.8961	 26.8382

8.8958	 26.8446

8.8955	 26.8511

8.8952	 26.8575

8.8949	 26.8640

8.8946	 26.8705

8.8943	 26.8769

8.8940	 26.8834

8.8937	 26.8898

8.8934	 26.8963

8.8931	 26.9027

8.8928	 26.9092

8.8925	 26.9156

8.8922	 26.9221

8.8919	 26.9285

8.8916	 26.9350

8.8913	 26.9415

8.8910	 26.9479

8.8935	 26.9500

8.8934	 26.9568

8.8933	 26.9636

8.8932	 26.9705

8.8931	 26.9773

8.8930	 26.9841

8.8929	 26.9909

8.8928	 26.9977

8.8927	 27.0045

8.8925	 27.0113

8.8924	 27.0181

8.8923	 27.0249

8.8922	 27.0317

8.8921	 27.0386

8.8920	 27.0454

8.8919	 27.0522

8.8918	 27.0590

8.8917	 27.0658

8.8916	 27.0726

8.8915	 27.0794

8.8914	 27.0862

8.8912	 27.0930

8.8911	 27.0998

8.8910	 27.1066

8.8909	 27.1135

8.8908	 27.1203

8.8907	 27.1271

8.8906	 27.1339

8.8905	 27.1407

8.8904	 27.1475

8.8903	 27.1543

8.8902	 27.1611

8.8901	 27.1679

8.8899	 27.1747

8.8898	 27.1815

8.8897	 27.1884

8.8896	 27.1952

8.8895	 27.2020

8.8894	 27.2088

8.8893	 27.2156

8.8865	 27.2242

8.8864	 27.2305

8.8863	 27.2367

8.8863	 27.2430

8.8862	 27.2493

8.8862	 27.2556

8.8861	 27.2618

8.8860	 27.2681

8.8860	 27.2744

8.8859	 27.2807

8.8859	 27.2870

8.8858	 27.2932

8.8857	 27.2995

8.8857	 27.3058

8.8856	 27.3121

8.8856	 27.3183

8.8855	 27.3246

8.8855	 27.3309

8.8854	 27.3372

8.8853	 27.3435

8.8853	 27.3497

8.8852	 27.3560

8.8852	 27.3623

8.8851	 27.3686

8.8850	 27.3748

8.8850	 27.3811

8.8849	 27.3874

8.8849	 27.3937

8.8848	 27.4000

8.8847	 27.4062

8.8847	 27.4125

8.8846	 27.4188

8.8846	 27.4251

8.8845	 27.4313

8.8845	 27.4376

8.8844	 27.4439

8.8843	 27.4502

8.8843	 27.4565

8.8842	 27.4627

8.8842	 27.4690

8.8824	 27.4799

8.8823	 27.4869

8.8821	 27.4938

8.8820	 27.5008

8.8819	 27.5077

8.8818	 27.5146

8.8817	 27.5216

8.8816	 27.5285

8.8815	 27.5354

8.8814	 27.5424

8.8812	 27.5493

8.8811	 27.5563

8.8810	 27.5632

8.8809	 27.5701

8.8808	 27.5771

8.8807	 27.5840

8.8806	 27.5909

8.8805	 27.5979

8.8803	 27.6048

8.8802	 27.6118

8.8801	 27.6187

8.8800	 27.6256

8.8799	 27.6326

8.8798	 27.6395

8.8797	 27.6465

8.8795	 27.6534

8.8794	 27.6603

8.8793	 27.6673

8.8792	 27.6742

8.8791	 27.6811

8.8790	 27.6881

8.8789	 27.6950

8.8788	 27.7020

8.8786	 27.7089

8.8785	 27.7158

8.8784	 27.7228

8.8783	 27.7297

8.8782	 27.7366

8.8781	 27.7436

8.8780	 27.7505

8.8772	 27.7538

8.8770	 27.7605

8.8769	 27.7672

8.8767	 27.7739

8.8766	 27.7806

8.8765	 27.7873

8.8763	 27.7940

8.8762	 27.8007

8.8760	 27.8074

8.8759	 27.8141

8.8757	 27.8208

8.8756	 27.8275

8.8754	 27.8343

8.8753	 27.8410

8.8751	 27.8477

8.8750	 27.8544

8.8749	 27.8611

8.8747	 27.8678

8.8746	 27.8745

8.8744	 27.8812

8.8743	 27.8879

8.8741	 27.8946

8.8740	 27.9013

8.8738	 27.9080

8.8737	 27.9147

8.8736	 27.9214

8.8734	 27.9281

8.8733	 27.9348

8.8731	 27.9415

8.8730	 27.9482

8.8728	 27.9549

8.8727	 27.9616

8.8725	 27.9683

8.8724	 27.9750

8.8723	 27.9817

8.8721	 27.9884

8.8720	 27.9951

8.8718	 28.0018

8.8670	 28.0099

8.8672	 28.0164

8.8674	 28.0230

8.8676	 28.0295

8.8678	 28.0360

8.8680	 28.0426

8.8682	 28.0491

8.8684	 28.0556

8.8686	 28.0622

8.8688	 28.0687

8.8690	 28.0752

8.8692	 28.0818

8.8694	 28.0883

8.8696	 28.0949

8.8698	 28.1014

8.8700	 28.1079

8.8702	 28.1145

8.8704	 28.1210

8.8706	 28.1275

8.8708	 28.1341

8.8710	 28.1406

8.8712	 28.1472

8.8714	 28.1537

8.8716	 28.1602

8.8718	 28.1668

8.8720	 28.1733

8.8722	 28.1798

8.8724	 28.1864

8.8726	 28.1929

8.8728	 28.1994

8.8730	 28.2060

8.8732	 28.2125

8.8734	 28.2191

8.8736	 28.2256

8.8738	 28.2321

8.8740	 28.2387

8.8742	 28.2452

8.8744	 28.2517

8.8746	 28.2583

8.8748	 28.2648

8.8569	 28.2667

8.8569	 28.2735

8.8569	 28.2804

8.8570	 28.2873

8.8570	 28.2942

8.8571	 28.3010

8.8571	 28.3079

8.8571	 28.3148

8.8572	 28.3217

8.8572	 28.3285

8.8572	 28.3354

8.8573	 28.3423

8.8573	 28.3492

8.8574	 28.3560

8.8574	 28.3629

8.8574	 28.3698

8.8575	 28.3767

8.8575	 28.3835

8.8576	 28.3904

8.8576	 28.3973

8.8576	 28.4042

8.8577	 28.4110

8.8577	 28.4179

8.8578	 28.4248

8.8578	 28.4317

8.8578	 28.4385

8.8579	 28.4454

8.8579	 28.4523

8.8580	 28.4592

8.8580	 28.4660

8.8580	 28.4729

8.8581	 28.4798

8.8581	 28.4867

8.8582	 28.4935

8.8582	 28.5004

8.8582	 28.5073

8.8583	 28.5142

8.8583	 28.5210

8.8584	 28.5279

8.8584	 28.5348

8.8576	 28.5389

8.8574	 28.5457

8.8572	 28.5526

8.8570	 28.5594

8.8567	 28.5663

8.8565	 28.5731

8.8563	 28.5800

8.8561	 28.5869

8.8558	 28.5937

8.8556	 28.6006

8.8554	 28.6074

8.8552	 28.6143

8.8549	 28.6211

8.8547	 28.6280

8.8545	 28.6349

8.8543	 28.6417

8.8540	 28.6486

8.8538	 28.6554

8.8536	 28.6623

8.8534	 28.6691

8.8532	 28.6760

8.8529	 28.6828

8.8527	 28.6897

8.8525	 28.6966

8.8523	 28.7034

8.8520	 28.7103

8.8518	 28.7171

8.8516	 28.7240

8.8514	 28.7308

8.8511	 28.7377

8.8509	 28.7445

8.8507	 28.7514

8.8505	 28.7583

8.8503	 28.7651

8.8500	 28.7720

8.8498	 28.7788

8.8496	 28.7857

8.8494	 28.7925

8.8491	 28.7994

8.8456	 28.8052

8.8459	 28.8122

8.8461	 28.8192

8.8463	 28.8262

8.8465	 28.8332

8.8467	 28.8401

8.8470	 28.8471

8.8472	 28.8541

8.8474	 28.8611

8.8476	 28.8681

8.8478	 28.8751

8.8481	 28.8821

8.8483	 28.8891

8.8485	 28.8961

8.8487	 28.9031

8.8490	 28.9101

8.8492	 28.9170

8.8494	 28.9240

8.8496	 28.9310

8.8498	 28.9380

8.8501	 28.9450

8.8503	 28.9520

8.8505	 28.9590

8.8507	 28.9660

8.8509	 28.9730

8.8512	 28.9800

8.8514	 28.9870

8.8516	 28.9939

8.8518	 29.0009

8.8520	 29.0079

8.8523	 29.0149

8.8525	 29.0219

8.8527	 29.0289

8.8529	 29.0359

8.8531	 29.0429

8.8534	 29.0499

8.8536	 29.0569

8.8538	 29.0638

8.8546	 29.0663

8.8542	 29.0728

8.8538	 29.0793

8.8534	 29.0858

8.8530	 29.0923

8.8525	 29.0988

8.8521	 29.1053

8.8517	 29.1118

8.8513	 29.1183

8.8509	 29.1248

8.8505	 29.1313

8.8501	 29.1378

8.8497	 29.1442

8.8493	 29.1507

8.8489	 29.1572

8.8485	 29.1637

8.8481	 29.1702

8.8477	 29.1767

8.8472	 29.1832

8.8468	 29.1897

8.8464	 29.1962

8.8460	 29.2027

8.8456	 29.2092

8.8452	 29.2157

8.8448	 29.2222

8.8444	 29.2287

8.8440	 29.2352

8.8436	 29.2416

8.8432	 29.2481

8.8428	 29.2546

8.8424	 29.2611

8.8420	 29.2676

8.8415	 29.2741

8.8411	 29.2806

8.8407	 29.2871

8.8403	 29.2936

8.8399	 29.3001

8.8395	 29.3066

8.8391	 29.3131

8.8387	 29.3196

8.8519	 29.3229

8.8520	 29.3298

8.8521	 29.3367

8.8523	 29.3436

8.8524	 29.3504

8.8525	 29.3573

8.8526	 29.3642

8.8527	 29.3711

8.8528	 29.3780

8.8530	 29.3848

8.8531	 29.3917

8.8532	 29.3986

8.8533	 29.4055

8.8534	 29.4124

8.8536	 29.4193

8.8537	 29.4261

8.8538	 29.4330

8.8539	 29.4399

8.8540	 29.4468

8.8542	 29.4537

8.8543	 29.4605

8.8544	 29.4674

8.8545	 29.4743

8.8546	 29.4812

8.8548	 29.4881

8.8549	 29.4949

8.8550	 29.5018

8.8551	 29.5087

8.8552	 29.5156

8.8554	 29.5225

8.8555	 29.5293

8.8556	 29.5362

8.8557	 29.5431

8.8558	 29.5500

8.8560	 29.5569

8.8561	 29.5637

8.8562	 29.5706

8.8563	 29.5775

8.8564	 29.5844

8.8566	 29.5913

8.8416	 29.6024

8.8418	 29.6086

8.8419	 29.6147

8.8421	 29.6209

8.8423	 29.6271

8.8425	 29.6333

8.8426	 29.6394

8.8428	 29.6456

8.8430	 29.6518

8.8432	 29.6579

8.8433	 29.6641

8.8435	 29.6703

8.8437	 29.6764

8.8439	 29.6826

8.8440	 29.6888

8.8442	 29.6949

8.8444	 29.7011

8.8445	 29.7073

8.8447	 29.7135

8.8449	 29.7196

8.8451	 29.7258

8.8452	 29.7320

8.8454	 29.7381

8.8456	 29.7443

8.8458	 29.7505

8.8459	 29.7566

8.8461	 29.7628

8.8463	 29.7690

8.8465	 29.7751

8.8466	 29.7813

8.8468	 29.7875

8.8470	 29.7937

8.8472	 29.7998

8.8473	 29.8060

8.8475	 29.8122

8.8477	 29.8183

8.8478	 29.8245

8.8480	 29.8307

8.8482	 29.8368

8.8484	 29.8430

8.8515	 29.8486

8.8513	 29.8555

8.8512	 29.8624

8.8510	 29.8693

8.8509	 29.8762

8.8507	 29.8832

8.8506	 29.8901

8.8504	 29.8970

8.8503	 29.9039

8.8501	 29.9108

8.8500	 29.9178

8.8498	 29.9247

8.8497	 29.9316

8.8495	 29.9385

8.8494	 29.9454

8.8492	 29.9524

8.8491	 29.9593

8.8489	 29.9662

8.8488	 29.9731

8.8486	 29.9801

8.8485	 29.9870

8.8483	 29.9939

8.8482	 30.0008

8.8480	 30.0077

8.8479	 30.0147

8.8477	 30.0216

8.8476	 30.0285

8.8474	 30.0354

8.8473	 30.0423

8.8471	 30.0493

8.8470	 30.0562

8.8468	 30.0631

8.8467	 30.0700

8.8465	 30.0769

8.8464	 30.0839

8.8462	 30.0908

8.8461	 30.0977

8.8460	 30.1046

8.8458	 30.1115

8.8457	 30.1185

8.8458	 30.1201

8.8457	 30.1273

8.8456	 30.1345

8.8456	 30.1416

8.8455	 30.1488

8.8454	 30.1560

8.8453	 30.1632

8.8452	 30.1703

8.8451	 30.1775

8.8450	 30.1847

8.8449	 30.1919

8.8449	 30.1990

8.8448	 30.2062

8.8447	 30.2134

8.8446	 30.2206

8.8445	 30.2277

8.8444	 30.2349

8.8443	 30.2421

8.8442	 30.2492

8.8441	 30.2564

8.8441	 30.2636

8.8440	 30.2708

8.8439	 30.2779

8.8438	 30.2851

8.8437	 30.2923

8.8436	 30.2995

8.8435	 30.3066

8.8434	 30.3138

8.8433	 30.3210

8.8433	 30.3282

8.8432	 30.3353

8.8431	 30.3425

8.8430	 30.3497

8.8429	 30.3569

8.8428	 30.3640

8.8427	 30.3712

8.8426	 30.3784

8.8426	 30.3856

8.8442	 30.3910

8.8440	 30.3981

8.8439	 30.4052

8.8437	 30.4122

8.8436	 30.4193

8.8434	 30.4264

8.8433	 30.4334

8.8431	 30.4405

8.8430	 30.4476

8.8428	 30.4546

8.8427	 30.4617

8.8425	 30.4687

8.8424	 30.4758

8.8422	 30.4829

8.8421	 30.4899

8.8419	 30.4970

8.8418	 30.5041

8.8416	 30.5111

8.8415	 30.5182

8.8413	 30.5253

8.8412	 30.5323

8.8411	 30.5394

8.8409	 30.5465

8.8408	 30.5535

8.8406	 30.5606

8.8405	 30.5676

8.8403	 30.5747

8.8402	 30.5818

8.8400	 30.5888

8.8399	 30.5959

8.8397	 30.6030

8.8396	 30.6100

8.8394	 30.6171

8.8393	 30.6242

8.8391	 30.6312

8.8390	 30.6383

8.8388	 30.6454

8.8385	 30.6518

8.8383	 30.6581

8.8381	 30.6644

8.8379	 30.6707

8.8377	 30.6770

8.8374	 30.6833

8.8372	 30.6896

8.8370	 30.6959

8.8368	 30.7022

8.8366	 30.7085

8.8364	 30.7148

8.8362	 30.7212

8.8359	 30.7275

8.8357	 30.7338

8.8355	 30.7401

8.8353	 30.7464

8.8351	 30.7527

8.8349	 30.7590

8.8346	 30.7653

8.8344	 30.7716

8.8342	 30.7779

8.8340	 30.7842

8.8338	 30.7905

8.8336	 30.7968

8.8334	 30.8031

8.8331	 30.8094

8.8329	 30.8157

